sedol,aims,annual_charge,annual_saving,bid_price,citicode,closed_fund,company_id,company_name,cost_segment,full_description,fund_name,fund_size,historic_yield,holding_fee,icvc,initial_charge,initial_commission,initial_saving,is_oeic,isaable,kiid,launch_currency,launchdate,lsmininv,lump_sum_min_inv,net_annual_charge,num_holdings,offer_price,other_expenses,payment_frequency,payment_type,percent_change,perf0t12m,perf120m,perf12m,perf12t24m,perf24t36m,perf36m,perf36t48m,perf3m,perf48t60m,perf60m,perf6m,reg_saver,reg_saver_min_inv,sector_id,sector_name,sicav,sippable,total_expenses,tracker,unit_type,update_time,updated,valuation_frequency,fund_yield,Wealth150
BTRTNF8,,1.17,0.0,103.2,BSVBA,0,360,Sarasin Investment Funds,5,Sarasin Balanced Managed (P),Sarasin Investment Funds Balanced Managed (P),0.0,0.0,0.0,0,0.0,0.0,0.0,1,1,1,,0000-00-00,100.0,100.0,1.17,0.0,103.2,0.42,N/a,Dividend,0.39,4.17,0.0,4.17,11.93,-2.29,13.92,-1.74,-3.34,14.63,28.31,-2.28,0,0.0,107,Mixed Investment 40-85% Shares,0,1,1.17,0,Income,2025-05-28,2025-05-28,Daily,0.0,0
BTRTNJ2,,1.17,0.0,103.2,BSVBF,0,360,Sarasin Investment Funds,5,Sarasin Balanced Managed (P),Sarasin Investment Funds Balanced Managed (P),0.0,0.0,0.0,0,0.0,0.0,0.0,1,1,1,,0000-00-00,100.0,100.0,1.17,0.0,103.2,0.42,N/a,Dividend,0.39,4.17,0.0,4.17,11.93,-2.29,13.92,-1.74,-3.34,14.63,28.31,-2.28,0,0.0,107,Mixed Investment 40-85% Shares,0,1,1.17,0,Accumulation,2025-05-28,2025-05-28,Daily,0.0,0
BTRTN70,,1.18,0.0,102.0,BSVA5,0,360,Sarasin Investment Funds,5,Sarasin Cautious Managed (Class P),Sarasin Investment Funds Cautious Managed (Class P),0.0,0.0,0.0,0,0.0,0.0,0.0,1,1,1,,0000-00-00,100.0,100.0,1.18,0.0,102.0,0.43,N/a,Dividend,0.2,3.91,0.0,3.91,10.23,-4.8,9.05,-3.02,-2.46,9.11,15.39,-1.43,1,25.0,131,Mixed Investment 20-60% Shares,0,1,1.18,0,Income,2025-05-28,2025-05-28,Daily,0.0,0
BTRTNB4,,1.18,0.0,102.0,BSVA8,0,360,Sarasin Investment Funds,5,Sarasin Cautious Managed (Class P),Sarasin Investment Funds Cautious Managed (Class P),0.0,0.0,0.0,0,0.0,0.0,0.0,1,1,1,,0000-00-00,100.0,100.0,1.18,0.0,102.0,0.43,N/a,Dividend,0.2,3.91,0.0,3.91,10.23,-4.8,9.05,-3.02,-2.46,9.11,15.39,-1.43,1,25.0,131,Mixed Investment 20-60% Shares,0,1,1.18,0,Accumulation,2025-05-28,2025-05-28,Daily,0.0,0
BTRTNT2,,1.16,0.0,105.4,BSVAW,0,360,Sarasin Investment Funds,4,Sarasin Equity Managed (P),Sarasin Investment Funds Equity Managed (P),0.0,0.0,0.0,0,0.0,0.0,0.0,1,1,1,,0000-00-00,100.0,100.0,1.16,0.0,105.4,0.41,N/a,Dividend,0.57,5.0,0.0,5.0,14.93,2.79,24.05,-1.7,-4.09,24.62,51.97,-2.93,0,0.0,115,Flexible Investment,0,1,1.16,0,Income,2025-05-28,2025-05-28,Daily,0.0,0
BTRTNX6,,1.16,0.0,105.4,BSVB0,0,360,Sarasin Investment Funds,4,Sarasin Equity Managed (P),Sarasin Investment Funds Equity Managed (P),0.0,0.0,0.0,0,0.0,0.0,0.0,1,1,1,,0000-00-00,100.0,100.0,1.16,0.0,105.4,0.41,N/a,Dividend,0.57,5.0,0.0,5.0,14.93,2.79,24.05,-1.7,-4.09,24.62,51.97,-2.93,0,0.0,115,Flexible Investment,0,1,1.16,0,Accumulation,2025-05-28,2025-05-28,Daily,0.0,0
B77DTQ9,The Fund seeks to provide growth (through increases in investment value and income) over a rolling five-year period through investment in companies from around the world which have exposure to food and agriculture sectors.,0.97,0.0,204.8,GSJL,0,360,Sarasin Investment Funds,3,Sarasin Food and Agriculture Opportunities P,Sarasin Investment Funds Food and Agriculture Opportunities P,70.7,1.67,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2008-03-31,100.0,100.0,0.97,37.0,204.8,0.22,Bi-annually,Dividend,0.59,1.95,0.0,1.95,0.96,-8.85,-6.18,-10.59,-1.93,23.76,3.82,-5.7,1,25.0,129,Specialist,0,1,0.97,0,Accumulation,2025-05-28,2025-05-28,Daily,1.67,0
B8GJCL1,The Fund seeks to provide growth (through increases in investment value and income) over a rolling five-year period through investment in companies from around the world which have exposure to food and agriculture sectors.,0.97,0.0,169.4,GSJM,0,360,Sarasin Investment Funds,3,Sarasin Food and Agriculture Opportunities P,Sarasin Investment Funds Food and Agriculture Opportunities P,70.7,1.67,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2008-03-31,100.0,100.0,0.97,37.0,169.4,0.22,Bi-annually,Dividend,0.59,1.96,0.0,1.96,0.97,-8.85,-6.17,-10.58,-1.92,23.76,3.83,-5.7,1,25.0,129,Specialist,0,1,0.97,0,Income,2025-05-28,2025-05-28,Daily,1.67,0
BGDF8D2,The Fund seeks to achieve an income of at least 15% higher than the MSCI All Countries World Index and to provide growth (through increases in investment value) over a rolling five-year period through investment in the shares of companies from around the world.,0.97,0.0,221.89999999999998,JUYC,0,360,Sarasin Investment Funds,4,Sarasin Global Dividend (P),Sarasin Investment Funds Global Dividend (P),279.2,2.53,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2013-12-05,100.0,100.0,0.97,51.0,221.89999999999998,0.22,Quarterly,Dividend,1.09,6.13,0.0,6.13,9.18,3.92,20.42,3.98,-4.59,24.6,56.01,-2.55,1,25.0,139,Global Equity Income,0,1,0.97,0,Income,2025-05-28,2025-05-28,Daily,2.53,0
BGDF8F4,The Fund seeks to achieve an income of at least 15% higher than the MSCI All Countries World Index and to provide growth (through increases in investment value) over a rolling five-year period through investment in the shares of companies from around the world.,0.97,0.0,296.20000000000005,JUYD,0,360,Sarasin Investment Funds,4,Sarasin Global Dividend (P),Sarasin Investment Funds Global Dividend (P),279.2,2.53,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2013-12-05,100.0,100.0,0.97,51.0,296.20000000000005,0.22,Quarterly,Dividend,1.06,6.16,0.0,6.16,9.17,3.95,20.47,3.93,-4.59,24.72,56.15,-2.53,1,25.0,139,Global Equity Income,0,1,0.97,0,Accumulation,2025-05-28,2025-05-28,Daily,2.53,0
B7SZSV2,"The Fund seeks to provide growth (through increases in investment value and income) of 4% per year more than the Consumer Price Index over a rolling five-year period, primarily through investment in the shares of companies around the world.",1.05,0.0,198.0,GSKU,0,360,Sarasin Investment Funds,4,Sarasin Global Equity Real Return P,Sarasin Investment Funds Global Equity Real Return P,109.2,1.79,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2006-05-08,100.0,100.0,1.05,63.0,198.0,0.3,Bi-annually,Dividend,1.02,1.77,0.0,1.77,13.03,-1.3,13.53,-7.36,-5.54,15.86,21.85,-4.66,1,25.0,107,Mixed Investment 40-85% Shares,0,1,1.05,0,Income,2025-05-28,2025-05-28,Daily,1.79,0
B7W4B05,"The Fund seeks to provide growth (through increases in investment value and income) of 4% per year more than the Consumer Price Index over a rolling five-year period, primarily through investment in the shares of companies around the world.",1.05,0.0,250.0,GSKT,0,360,Sarasin Investment Funds,4,Sarasin Global Equity Real Return P,Sarasin Investment Funds Global Equity Real Return P,109.2,1.79,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2006-05-08,100.0,100.0,1.05,63.0,250.0,0.3,Bi-annually,Dividend,1.01,1.77,0.0,1.77,13.01,-1.28,13.53,-7.39,-5.57,15.96,21.92,-4.66,1,25.0,107,Mixed Investment 40-85% Shares,0,1,1.05,0,Accumulation,2025-05-28,2025-05-28,Daily,1.79,0
BLB2NH9,"The Fund seeks to achieve an income of at least 50% higher than the MSCI World Index and to provide growth (through increases in investment value) over a rolling five-year period through investment in the shares of companies, and their derivatives, from around the world.",0.96,0.0,365.2,WZXV,0,360,Sarasin Investment Funds,4,Sarasin Global Higher Dividend (P GBP Hedged),Sarasin Investment Funds Global Higher Dividend (P GBP Hedged),300.6,2.94,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2006-05-16,100.0,100.0,0.96,50.0,365.2,0.21,Quarterly,Dividend,0.69,8.43,0.0,8.43,7.87,0.49,17.53,1.01,-0.87,33.93,59.01,1.45,1,25.0,139,Global Equity Income,0,1,0.96,0,Accumulation,2025-05-28,2025-05-28,Daily,2.94,0
BLB2NJ1,"The Fund seeks to achieve an income of at least 50% higher than the MSCI World Index and to provide growth (through increases in investment value) over a rolling five-year period through investment in the shares of companies, and their derivatives, from around the world.",0.96,0.0,202.70000000000002,LF5S,0,360,Sarasin Investment Funds,4,Sarasin Global Higher Dividend (P GBP Hedged),Sarasin Investment Funds Global Higher Dividend (P GBP Hedged),300.6,2.94,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2006-05-16,100.0,100.0,0.96,50.0,202.70000000000002,0.21,Quarterly,Dividend,0.75,8.44,0.0,8.44,7.93,0.49,17.6,1.06,-0.88,33.9,59.15,1.46,1,25.0,139,Global Equity Income,0,1,0.96,0,Income,2025-05-28,2025-05-28,Daily,2.94,0
B84ZSV3,"The Fund seeks to achieve an income of at least 50% higher than the MSCI World Index and to provide growth (through increases in investment value) over a rolling five-year period through investment in the shares of companies, and their derivatives, from around the world.",0.96,0.0,413.40000000000003,GSLZ,0,360,Sarasin Investment Funds,4,Sarasin Global Higher Dividend P,Sarasin Investment Funds Global Higher Dividend P,300.6,2.98,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2006-05-16,100.0,100.0,0.96,50.0,413.40000000000003,0.21,Quarterly,Dividend,0.98,3.65,0.0,3.65,4.28,2.24,10.5,8.78,-4.81,22.74,47.53,-3.26,1,25.0,139,Global Equity Income,0,1,0.96,0,Accumulation,2025-05-28,2025-05-28,Daily,2.98,0
B850BN0,"The Fund seeks to achieve an income of at least 50% higher than the MSCI World Index and to provide growth (through increases in investment value) over a rolling five-year period through investment in the shares of companies, and their derivatives, from around the world.",0.96,0.0,200.1,GSMA,0,360,Sarasin Investment Funds,4,Sarasin Global Higher Dividend P,Sarasin Investment Funds Global Higher Dividend P,300.6,2.98,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2006-05-16,100.0,100.0,0.96,50.0,200.1,0.21,Quarterly,Dividend,1.01,3.59,0.0,3.59,4.31,2.2,10.44,8.78,-4.83,22.81,47.54,-3.28,1,25.0,139,Global Equity Income,0,1,0.96,0,Income,2025-05-28,2025-05-28,Daily,2.98,0
BTRTNM5,,1.17,0.0,104.4,BSVAI,0,360,Sarasin Investment Funds,4,Sarasin Growth Managed (P),Sarasin Investment Funds Growth Managed (P),0.0,0.0,0.0,0,0.0,0.0,0.0,1,1,1,,0000-00-00,100.0,100.0,1.17,0.0,104.4,0.42,N/a,Dividend,0.48,4.41,0.0,4.41,13.83,1.04,20.1,-1.09,-4.21,21.05,43.8,-3.11,0,0.0,115,Flexible Investment,0,1,1.17,0,Income,2025-05-28,2025-05-28,Daily,0.0,0
BTRTNQ9,,1.17,0.0,104.4,BSVAL,0,360,Sarasin Investment Funds,4,Sarasin Growth Managed (P),Sarasin Investment Funds Growth Managed (P),0.0,0.0,0.0,0,0.0,0.0,0.0,1,1,1,,0000-00-00,100.0,100.0,1.17,0.0,104.4,0.42,N/a,Dividend,0.48,4.41,0.0,4.41,13.83,1.04,20.1,-1.09,-4.21,21.05,43.8,-3.11,0,0.0,115,Flexible Investment,0,1,1.17,0,Accumulation,2025-05-28,2025-05-28,Daily,0.0,0
B7WNCB0,The Fund seeks to achieve capital growth and income over the long-term with a lower risk profile than equity market alternatives through investment in a range of global asset classes.,0.99,0.0,11278.9,GTQH,0,360,Sarasin Investment Funds,4,Sarasin IE Multi Asset - Dynamic (GBP) Class P,Sarasin Investment Funds IE Multi Asset - Dynamic  (GBP) Class P,545.4,2.0,0.0,0,0.0,0.0,0.0,0,1,1,GBP,1988-01-01,100.0,100.0,0.99,138.0,11278.9,0.24,Bi-annually,Dividend,0.77,1.97,0.0,1.97,11.02,-5.38,7.12,-6.56,-5.2,14.5,14.6,-4.18,1,25.0,107,Mixed Investment 40-85% Shares,0,1,0.99,0,Accumulation,2025-05-28,2025-05-28,Daily,2.0,0
B7TZ5Q5,The investment objective of the Trust is to preserve the real value of capital over the long term.,0.9,0.0,2244.2,GTVY,0,360,Sarasin Investment Funds,4,Sarasin IE Multi Asset Defensive (GBP) Class P,Sarasin Investment Funds IE Multi Asset Defensive (GBP) Class P,87.4,0.0,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2002-07-09,100.0,100.0,0.9,111.0,2244.2,0.15,Quarterly,Interest,0.17,4.19,0.0,4.19,7.31,-6.89,4.11,-6.19,-1.12,6.6,4.11,0.1,1,25.0,137,Mixed Investment 0-35% Shares,0,1,0.9,0,Accumulation,2025-05-28,2025-05-28,Daily,2.98,0
B88H774,The Fund seeks to achieve capital growth and income over the long-term with a lower risk profile than equity market alternatives through investment in a range of global asset classes.,0.99,0.0,4977.4,GTQG,0,360,Sarasin Investment Funds,4,Sarasin IE Multi Asset Dynamic (GBP) Class P,Sarasin Investment Funds IE Multi Asset Dynamic (GBP) Class P,545.4,1.92,0.0,0,0.0,0.0,0.0,0,1,1,GBP,1988-01-01,100.0,100.0,0.99,138.0,4977.4,0.24,Bi-annually,Dividend,0.77,1.97,0.0,1.97,11.02,-5.37,7.12,-6.56,-5.2,14.5,14.61,-4.18,1,25.0,107,Mixed Investment 40-85% Shares,0,1,0.99,0,Income,2025-05-28,2025-05-28,Daily,1.92,0
B7ZZ1K5,The Fund seeks to achieve long-term growth though investment in the shares of global real estate companies and the global real estate investment trust market with an overlay of sustainable criteria.,1.01,0.0,1443.6,GTPD,0,360,Sarasin Investment Funds,4,Sarasin IE Thematic Global Real Estate Equity,Sarasin Investment Funds IE Thematic Global Real Estate Equity (Class P),35.0,2.76,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2004-12-06,100.0,100.0,1.01,30.0,1443.6,0.26,Bi-annually,Dividend,1.4,1.2,0.0,1.2,10.08,-19.39,-10.21,5.54,-3.97,11.39,5.56,-6.28,1,25.0,108,Property,0,1,1.01,0,Income,2025-05-28,2025-05-28,Daily,2.76,0
B8G43R9,The Fund seeks to achieve long-term growth though investment in the shares of global real estate companies and the global real estate investment trust market with an overlay of sustainable criteria.,1.01,0.0,2458.1,GTPE,0,360,Sarasin Investment Funds,4,Sarasin IE Thematic Global Real Estate Equity,Sarasin Investment Funds IE Thematic Global Real Estate Equity (Class P),35.0,2.76,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2004-12-06,100.0,100.0,1.01,30.0,2458.1,0.26,Bi-annually,Dividend,1.4,1.2,0.0,1.2,10.08,-19.39,-10.21,5.54,-3.97,11.4,5.57,-6.27,1,25.0,108,Property,0,1,1.01,0,Accumulation,2025-05-28,2025-05-28,Daily,2.76,0
B7V4BG2,"The Fund seeks to provide growth (through increases in investment value and income) of 3% per year more than the Consumer Price Index over a rolling five-year period through investment in a range of asset classes, between 20 and 60% of which will be the shares of companies from around the world.",1.03,0.0,131.29999999999998,GSLO,0,360,Sarasin Investment Funds,4,Sarasin Multi Asset - Strategic (P),Sarasin Investment Funds Multi Asset - Strategic (P),155.9,2.43,0.0,0,0.0,0.0,0.0,1,1,0,GBP,1999-02-03,100.0,100.0,1.03,164.0,131.29999999999998,0.28,Bi-annually,Dividend,0.46,1.83,0.0,1.83,8.94,-9.05,0.89,-7.74,-3.97,9.2,1.65,-3.24,1,25.0,131,Mixed Investment 20-60% Shares,0,1,1.03,0,Income,2025-05-28,2025-05-28,Daily,2.43,0
B8DPZ13,"The Fund seeks to provide growth (through increases in investment value and income) of 3% per year more than the Consumer Price Index over a rolling five-year period through investment in a range of asset classes, between 20 and 60% of which will be the shares of companies from around the world.",1.03,0.0,194.3,GSLN,0,360,Sarasin Investment Funds,4,Sarasin Multi Asset - Strategic (P),Sarasin Investment Funds Multi Asset - Strategic (P),155.9,2.4,0.0,0,0.0,0.0,0.0,1,1,1,GBP,1999-02-03,100.0,100.0,1.03,164.0,194.3,0.28,Bi-annually,Dividend,0.47,1.79,0.0,1.79,8.94,-9.07,0.83,-7.74,-4.02,9.19,1.58,-3.3,1,25.0,131,Mixed Investment 20-60% Shares,0,1,1.03,0,Accumulation,2025-05-28,2025-05-28,Daily,2.4,0
BYMB5S1,"The Fund seeks to provide long-term growth in sterling terms, and income through investment in the shares of companies from across the world with an overlay of ethical (socially responsible) criteria.",0.59,0.0,79.47,NILY,0,360,Sarasin Investment Funds,5,Sarasin Responsible Corporate Bond,Sarasin Investment Funds Responsible Corporate Bond,310.0,0.0,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2011-06-01,100.0,100.0,0.59,127.0,79.47,0.19,Quarterly,Interest,-0.15,3.77,0.0,3.77,8.53,-10.66,0.62,-9.79,0.03,5.34,-4.38,1.11,1,25.0,150,GBP Corporate Bond,0,1,0.59,0,Income,2025-05-28,2025-05-28,Daily,4.66,0
BYMB5T2,"The Fund seeks to provide long-term growth in sterling terms, and income through investment in the shares of companies from across the world with an overlay of ethical (socially responsible) criteria.",0.59,0.0,110.7,NILX,0,360,Sarasin Investment Funds,5,Sarasin Responsible Corporate Bond,Sarasin Investment Funds Responsible Corporate Bond,310.0,0.0,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2011-06-01,100.0,100.0,0.59,127.0,110.7,0.19,Quarterly,Interest,-0.18,3.74,0.0,3.74,8.62,-10.69,0.64,-9.75,0.0,5.35,-4.31,1.09,1,25.0,150,GBP Corporate Bond,0,1,0.59,0,Accumulation,2025-05-28,2025-05-28,Daily,4.66,0
B75JDT0,"The Fund seeks to provide growth (through increases in investment value and income) over a rolling five-year period through investment in the shares of companies from across the world, favouring organisations that fulfil an environmentally or socially beneficial role and that employ high standards of governance.",0.95,0.0,270.90000000000003,GSJU,0,360,Sarasin Investment Funds,4,Sarasin Responsible Global Equity (GBP) P,Sarasin Investment Funds Responsible Global Equity (GBP) P,375.1,1.45,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2011-06-01,100.0,100.0,0.95,41.0,270.90000000000003,0.2,Bi-annually,Dividend,1.35,-0.86,0.0,-0.86,10.29,2.71,12.31,-0.39,-6.34,21.62,36.05,-6.68,0,25.0,109,Global,0,1,0.95,0,Income,2025-05-28,2025-05-28,Daily,1.45,0
B8369M5,"The Fund seeks to provide growth (through increases in investment value and income) over a rolling five-year period through investment in the shares of companies from across the world, favouring organisations that fulfil an environmentally or socially beneficial role and that employ high standards of governance.",0.95,0.0,331.9,GSJT,0,360,Sarasin Investment Funds,4,Sarasin Responsible Global Equity (GBP) P,Sarasin Investment Funds Responsible Global Equity (GBP) P,375.1,1.45,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2011-06-01,100.0,100.0,0.95,41.0,331.9,0.2,Bi-annually,Dividend,1.34,-0.85,0.0,-0.85,10.28,2.74,12.35,-0.44,-6.35,21.65,36.06,-6.67,0,25.0,109,Global,0,1,0.95,0,Accumulation,2025-05-28,2025-05-28,Daily,1.45,0
B13GWF0,The Fund seeks to provide an income greater that the UK Gilt market through investment in predominantly sterling-denominated bonds.,0.71,0.0,163.1,D950,0,360,Sarasin Investment Funds,5,Sarasin Sterling Bond (Class I),Sarasin Investment Funds Sterling Bond (Class I),137.7,0.0,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2006-05-04,100.0,100.0,0.71,101.0,163.1,0.21,Quarterly,Interest,-0.18,1.87,0.0,1.87,6.65,-14.79,-7.42,-10.54,-0.12,1.18,-16.21,-0.06,1,25.0,152,GBP Strategic Bond,0,1,0.71,0,Accumulation,2025-05-28,2025-05-28,Daily,3.92,0
B13GWG1,The Fund seeks to provide an income greater that the UK Gilt market through investment in predominantly sterling-denominated bonds.,0.71,0.0,80.17,D949,0,360,Sarasin Investment Funds,5,Sarasin Sterling Bond (Class I),Sarasin Investment Funds Sterling Bond (Class I),137.7,0.0,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2006-05-04,100.0,100.0,0.71,101.0,80.17,0.21,Quarterly,Interest,-0.15,1.81,0.0,1.81,6.67,-14.83,-7.49,-10.58,-0.17,1.2,-16.29,-0.07,1,25.0,152,GBP Strategic Bond,0,1,0.71,0,Income,2025-05-28,2025-05-28,Daily,3.92,0
B7MSZ49,The Fund seeks to provide growth (through increases in investment value and income) over a rolling five-year period through investment in the shares of large and medium sized companies from around the world.,0.93,0.0,1556.0,GSKK,0,360,Sarasin Investment Funds,4,Sarasin Thematic Global Equity P,Sarasin Investment Funds Thematic Global Equity P,657.6,1.54,0.0,0,0.0,0.0,0.0,1,1,1,GBP,1994-07-01,100.0,100.0,0.93,45.0,1556.0,0.18,Bi-annually,Dividend,1.43,-0.18,0.0,-0.18,11.46,3.81,15.49,-0.21,-7.31,25.51,44.65,-6.41,1,25.0,109,Global,0,1,0.93,0,Income,2025-05-28,2025-05-28,Daily,1.54,0
B8BPJF7,The Fund seeks to provide growth (through increases in investment value and income) over a rolling five-year period through investment in the shares of large and medium sized companies from around the world.,0.93,0.0,1963.0,GSKJ,0,360,Sarasin Investment Funds,4,Sarasin Thematic Global Equity P,Sarasin Investment Funds Thematic Global Equity P,657.6,1.54,0.0,0,0.0,0.0,0.0,1,1,1,GBP,1994-07-01,100.0,100.0,0.93,45.0,1963.0,0.18,Bi-annually,Dividend,1.4,-0.15,0.0,-0.15,11.44,3.82,15.51,-0.12,-7.28,25.41,44.69,-6.38,1,25.0,109,Global,0,1,0.93,0,Accumulation,2025-05-28,2025-05-28,Daily,1.54,0
BKPVJ11,The Fund seeks to grow over a rolling 5 year period after deducting fees and costs.,1.0,0.0,99.68,R43H,0,360,Sarasin Investment Funds,4,Sarasin Tomorrow's World Multi Asset (Class P),Sarasin Investment Funds Tomorrow's World Multi Asset (Class P),37.7,1.94,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2021-03-21,100.0,100.0,1.0,84.0,99.68,0.25,Bi-annually,Dividend,0.88,-0.59,0.0,-0.59,7.6,-2.56,4.23,-1.09,-3.79,0.0,0.0,-5.74,1,25.0,107,Mixed Investment 40-85% Shares,0,1,1.0,0,Income,2025-05-28,2025-05-28,Daily,1.94,0
BKPVJ88,The Fund seeks to grow over a rolling 5 year period after deducting fees and costs.,1.0,0.0,105.89999999999999,R43G,0,360,Sarasin Investment Funds,4,Sarasin Tomorrow's World Multi Asset (Class P),Sarasin Investment Funds Tomorrow's World Multi Asset (Class P),37.7,1.94,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2021-03-21,100.0,100.0,1.0,84.0,105.89999999999999,0.25,Bi-annually,Dividend,0.86,-0.47,0.0,-0.47,7.59,-2.62,4.27,-1.08,-3.76,0.0,0.0,-5.66,1,25.0,107,Mixed Investment 40-85% Shares,0,1,1.0,0,Accumulation,2025-05-28,2025-05-28,Daily,1.94,0
B4V0R05,"The Fund invests 100% in the Schroder All Maturities Corporate Bond Fund. The Funds investment objective is to provide capital growth and income primarily through investment in non-government debt securities. The Fund may also invest in a wide range of investments including transferable securities, derivatives, cash, deposits, collective investment schemes and money market instruments. The fund aims to outperform the Bank of America Merrill Lynch Non-Gilts All Stocks Index by 0.75% per annum (gross of fees) over a market cycle. The fund invests predominantly in investment grade corporate bonds, but there is also the flexibility to hold up to 10% in sub-investment - or high yield - corporate bonds, and up to 40% in non-sterling denominated assets, with non-sterling currency exposure hedged back to sterling.",0.56,0.0,96.05,EPV5,0,108,Schroders,4,Schroder All Maturities Corporate Bond (Class Z),Schroders All Maturities Corporate Bond (Class Z),698.4,0.0,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2001-02-07,100.0,100.0,0.56,415.0,96.05,0.11,Annually,Interest,-0.08,4.3,0.0,4.3,10.09,-12.22,0.8,-9.52,-0.07,4.15,-5.01,1.23,1,25.0,150,GBP Corporate Bond,0,1,0.56,0,Accumulation,2025-05-28,2025-05-28,Daily,4.45,0
B4V0R50,"The Fund invests 100% in the Schroder All Maturities Corporate Bond Fund. The Funds investment objective is to provide capital growth and income primarily through investment in non-government debt securities. The Fund may also invest in a wide range of investments including transferable securities, derivatives, cash, deposits, collective investment schemes and money market instruments. The fund aims to outperform the Bank of America Merrill Lynch Non-Gilts All Stocks Index by 0.75% per annum (gross of fees) over a market cycle. The fund invests predominantly in investment grade corporate bonds, but there is also the flexibility to hold up to 10% in sub-investment - or high yield - corporate bonds, and up to 40% in non-sterling denominated assets, with non-sterling currency exposure hedged back to sterling.",0.56,0.0,49.76,EPV6,0,108,Schroders,4,Schroder All Maturities Corporate Bond (Class Z),Schroders All Maturities Corporate Bond (Class Z),698.4,0.0,2.0,0,0.0,0.0,0.0,0,1,1,GBP,2001-02-07,100.0,100.0,0.56,415.0,49.76,0.11,Annually,Interest,-0.1,4.3,0.0,4.3,10.09,-12.2,0.81,-9.56,-0.06,4.25,-4.95,1.23,1,25.0,150,GBP Corporate Bond,0,1,0.56,0,Income,2025-05-28,2025-05-28,Weekly,4.45,0
BDD27J1,"The Funds investment objective is to maximise capital growth through investment in securities with the emphasis on companies in the Asia (ex Japan) region. Fixed interest securities and real estate investment trusts (REITs) may be included in the portfolio. Investments will be primarily in directly held transferable securities. The fund may also invest in collective investment schemes, cash, deposits, derivatives, warrants and money market instruments.",0.96,0.08,128.8,JOWB,0,108,Schroders,2,Schroder Asian Alpha Plus (Class L),Schroders Asian Alpha Plus (Class L),1168.7,1.55,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2007-11-30,100.0,100.0,0.88,67.0,128.8,0.205,Annually,Dividend,0.62,2.65,0.0,2.65,6.67,-1.1,8.29,-12.05,-3.25,39.69,33.04,-0.85,1,25.0,121,Asia Pacific Ex Japan,0,1,0.88,0,Accumulation,2025-05-28,2025-05-28,Daily,1.55,1
BDD27K2,"The Funds investment objective is to maximise capital growth through investment in securities with the emphasis on companies in the Asia (ex Japan) region. Fixed interest securities and real estate investment trusts (REITs) may be included in the portfolio. Investments will be primarily in directly held transferable securities. The fund may also invest in collective investment schemes, cash, deposits, derivatives, warrants and money market instruments.",0.96,0.08,112.6,JOWC,0,108,Schroders,2,Schroder Asian Alpha Plus (Class L),Schroders Asian Alpha Plus (Class L),1168.7,1.55,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2007-11-30,100.0,100.0,0.88,67.0,112.6,0.205,Annually,Dividend,0.72,2.57,0.0,2.57,6.78,-1.22,8.19,-11.99,-3.37,39.63,32.95,-0.89,1,25.0,121,Asia Pacific Ex Japan,0,1,0.88,0,Income,2025-05-28,2025-05-28,Daily,1.55,1
